x,y,z
0.0,0.0,-0.0
0.49999728301237567,0.0016483264974919733,-0.0
0.9999471982932837,-0.005428552094999374,-0.0
1.4999321480401984,-0.0015491157215945374,-0.0
1.9992545201055216,-0.02757158207393838,-0.0
2.495917574029827,0.030098261575773583,-0.0
2.994804727978648,0.06343904178328477,-0.0
3.4899640215958585,0.13284562608553332,-0.0
3.9888657282609534,0.1659679310574911,-0.0
4.485986208878085,0.21955176958173603,-0.0
4.985226038219534,0.24711248073222522,0.10781106249851291
5.478847782991982,0.32672135641706157,0.0014114374994278478
5.974627219480005,0.391549979382683,0.07761400000049434
6.470251078587186,0.4575574811056311,0.15138650000039888
6.922065833574762,0.671714963289926,0.37376049999920724
6.929117335189711,1.1716652371422105,0.6170618749990808
6.916097530857703,1.6714956930921818,0.6870728749981936
6.7190384489612205,2.131025581393384,0.8617517499988026
6.238443567450229,2.268969627533246,1.0040016874995672
5.740416963443563,2.2245905592511512,1.0827789999984816
5.240537046532156,2.2136329742688314,1.2612533749995691
4.742660230378887,2.1676038971861407,1.3425444999973024
4.2433972428681965,2.140465929283218,1.4228134374991441
3.7434427824894083,2.1337177778804666,1.4859083749979618
3.2434450420372256,2.1352209554188004,1.6809652500000993
2.7460189838025095,2.084552261049665,1.737479874999508
2.2490072374442027,2.0299690769920646,1.8979298124997968
1.754501877568215,1.9560471651260967,2.0316845624984126
1.2566389541667795,1.9098680626859632,2.265906874998791
0.8378650236921823,1.636686080932303,2.374854624998761
0.6973980858932902,1.156822517629772,2.5381770624994715
0.7086192074351879,0.6569484470566506,2.606837937499904
0.8004103465300825,0.16544627332426337,2.7325778750002883
1.2817665071478204,0.030182654285918847,2.9293284999982916
1.7801841146252606,-0.009565157684860374,3.0814968125002906
2.280124483944822,-0.001843297506057418,3.166991812498736
2.778418305473883,-0.04311395810125655,3.3365856874991096
3.2758852728216614,0.007151501190431946,3.4079511249990446
3.775837855215099,0.014037382262105873,3.5334088749993953
4.275407437954667,-0.0067046523877024485,3.6082264999993185
4.773858646664937,-0.04602885022147912,3.7437398750012107
5.273763600437354,-0.05577755238116427,3.865005312499079
5.772930078752909,-0.08463629327619934,4.070243625000103
6.2723331708331145,-0.10906069952751596,4.2130088124997656
6.772136906058782,-0.123068777713713,4.31935893750051
7.005420878438879,0.31917390253160494,4.44674312499842
7.112771652907078,0.8075137547053528,4.550487624998141
7.153237795863129,1.3058735557269245,4.68342212499806
7.157221824373019,1.8058576829918132,4.74214949999805
6.913351163069872,2.242351784390178,4.884929749998719
6.432012303479973,2.3776769566557094,4.940281124999046
5.93201231017504,2.377758780040806,5.037155374999429
5.434514126450944,2.427714332196956,5.163540062497987
4.934514219043262,2.428018622041767,5.25042362499903
4.440210162898489,2.503274851543552,5.333515374999251
3.946836718081092,2.584408346162083,5.423816749998878
3.454493579928879,2.6715761975433723,5.575374750000037
2.9557777752751826,2.707388851572585,5.657299187498666
2.46192953336035,2.7855803725811272,5.813217312497727
1.9665214722321345,2.853188456189392,5.895786499999076
1.5185279446956754,3.075228541051202,6.092113624998774
1.3563005227602118,3.548179134213081,6.164943812500496
1.444879121880351,4.040270418202051,6.289562250000245
1.52719788199576,4.533447487552464,6.375099249999039
1.9953497913758553,4.709043016378716,6.475654624999834
2.4952633980815335,4.699748618575712,6.499309499998844
2.9948987950746724,4.680657519301216,6.575225624998211
3.493618088046137,4.716421562949025,6.596961687499743
3.9915828468753483,4.671353847629015,6.650897687499082
4.4915181322084035,4.679398130005747,6.6751096249993225
4.988564991040068,4.625135618770315,6.705539375000171
5.488495521472778,4.633470169824156,6.774375624999038
5.986040974422705,4.583987624933536,6.734245124998779
6.486025664581829,4.580074875710204,6.797283062500128
6.98198061679909,4.516602949859682,6.826736499999697
7.4799168197573955,4.471220819197213,6.8031615625011455
